"","V1","V2","V3"
"175","2015","175","292.856165242512"
"176","2015","176","290.333962733618"
"177","2015","177","289.305648724783"
"178","2015","178","289.655572493243"
"179","2015","179","286.98432009074"
"180","2015","180","288.398659464384"
"181","2015","181","290.46739333225"
"182","2015","182","291.371630922158"
"183","2015","183","291.182775939155"
"184","2015","184","289.590018703795"
"185","2015","185","288.44001956199"
"186","2015","186","291.190387474957"
"187","2015","187","294.171417364513"
"188","2015","188","294.73561980898"
"189","2015","189","295.35406400462"
"190","2015","190","291.906415780809"
"191","2015","191","293.69432470244"
"192","2015","192","293.566885540676"
"193","2015","193","295.032602880462"
"194","2015","194","295.798344545411"
"195","2015","195","294.177635251769"
"196","2015","196","293.36688126218"
"197","2015","197","289.618624209892"
"198","2015","198","290.573534688497"
"199","2015","199","293.28282481996"
"200","2015","200","296.88446439161"
"201","2015","201","297.748169897057"
"202","2015","202","294.023823407198"
"203","2015","203","292.006769824175"
"204","2015","204","290.30300888278"
"205","2015","205","290.176242862596"
"206","2015","206","291.483171669365"
"207","2015","207","293.216033025591"
"208","2015","208","295.539481658439"
"209","2015","209","295.876521423099"
"210","2015","210","296.809715114141"
"211","2015","211","296.695320590252"
"212","2015","212","294.393981235785"
"213","2015","213","291.936078820447"
"214","2015","214","292.283037674722"
"215","2015","215","293.020005214305"
"216","2015","216","294.084466495521"
"217","2015","217","291.029897264484"
"218","2015","218","289.813275998044"
"219","2015","219","291.008820776613"
"220","2015","220","292.002926948185"
"221","2015","221","292.923891376738"
"222","2015","222","292.571674117501"
"223","2015","223","291.896508802195"
"224","2015","224","292.555971977729"
"225","2015","225","291.804795733004"
"226","2015","226","291.795603287202"
"227","2015","227","294.816712190601"
"228","2015","228","295.93759166162"
"229","2015","229","296.07060630583"
"230","2015","230","296.921081462552"
"231","2015","231","296.418178559952"
"232","2015","232","296.285153825918"
"233","2015","233","294.5763719869"
"234","2015","234","294.629205510764"
"235","2015","235","295.165780097252"
"236","2015","236","295.479350662032"
"237","2015","237","294.510358814945"
"238","2015","238","294.309066535353"
"239","2015","239","290.422939527835"
"240","2015","240","290.147197370369"
"241","2015","241","290.997254829164"
"242","2015","242","292.786133711956"
"243","2015","243","294.756922295"
"244","2015","244","294.36871459969"
"245","2015","245","293.972780337645"
"246","2015","246","295.488721407955"
"247","2015","247","294.343883649406"
"248","2015","248","291.45310902269"
"249","2015","249","292.701643072578"
"250","2015","250","294.936455649996"
"251","2015","251","296.894512179326"
"252","2015","252","297.268826209"
"253","2015","253","294.549985122566"
"254","2015","254","291.819335071978"
"255","2015","255","290.484632579521"
"256","2015","256","291.150573254751"
"257","2015","257","288.16477995139"
"258","2015","258","289.801802481211"
"259","2015","259","291.840403325247"
"260","2015","260","292.460424040793"
"261","2015","261","292.479490308055"
"262","2015","262","291.796206092076"
"263","2015","263","291.570565361435"
"264","2015","264","284.736815487128"
"265","2015","265","285.535225584453"
"266","2015","266","286.682177694617"
"267","2015","267","288.54592265253"
"268","2015","268","286.778909403561"
"269","2015","269","285.336123739207"
"270","2015","270","283.940585984722"
"271","2015","271","287.939022892969"
"272","2015","272","292.000444669057"
"273","2015","273","291.797116174872"
"274","2015","274","284.217262203287"
"275","2015","275","281.615181659882"
"276","2015","276","280.113598356286"
"277","2015","277","281.82470721692"
"278","2015","278","281.984993630294"
"279","2015","279","284.050064380504"
"280","2015","280","284.656686700633"
"281","2015","281","285.651214270064"
"282","2015","282","283.799111574386"
"283","2015","283","282.797329035516"
"284","2015","284","280.95696896299"
"285","2015","285","285.901892269869"
"286","2015","286","286.371461148634"
"287","2015","287","285.638314875769"
"288","2015","288","282.082326123143"
"289","2015","289","281.403891097834"
"290","2015","290","278.746079302951"
"291","2015","291","274.903907588459"
"292","2015","292","274.31803053433"
"293","2015","293","279.349477626546"
"294","2015","294","283.788638254882"
"295","2015","295","285.159209228148"
"296","2015","296","280.68609261679"
"297","2015","297","277.058179788932"
"298","2015","298","281.858450757452"
"299","2015","299","278.98239700641"
"300","2015","300","277.038147024292"
"301","2015","301","277.271797085804"
"302","2015","302","287.776183695207"
"303","2015","303","280.344580247715"
"304","2015","304","277.046295992915"
"305","2015","305","280.164807126513"
"306","2015","306","282.43984838171"
"307","2015","307","282.184136521625"
"308","2015","308","282.774264496819"
"309","2015","309","284.329984485473"
"310","2015","310","288.131574351182"
"311","2015","311","285.293902625481"
"312","2015","312","277.494634197329"
"313","2015","313","276.534698942701"
"314","2015","314","278.109231387028"
"315","2015","315","280.119323342591"
"316","2015","316","280.872806255764"
"317","2015","317","281.315014376539"
"318","2015","318","276.734036354861"
"319","2015","319","275.07080769919"
"320","2015","320","277.747182425618"
"321","2015","321","274.203197158019"
"322","2015","322","273.913663501909"
"323","2015","323","278.610167555938"
"324","2015","324","283.573407408187"
"325","2015","325","275.600722496442"
"326","2015","326","276.363233120716"
"327","2015","327","273.154931330965"
"328","2015","328","270.93760643479"
"329","2015","329","273.053841557097"
"330","2015","330","274.847296161457"
"331","2015","331","279.964687846507"
"332","2015","332","281.155386040674"
"333","2015","333","273.980634240699"
"334","2015","334","271.21433821096"
"335","2015","335","271.599262333342"
"336","2015","336","276.018118963039"
"337","2015","337","276.502813163345"
"338","2015","338","274.152130166065"
"339","2015","339","274.056406590779"
"340","2015","340","273.751737988233"
"341","2015","341","273.890390969024"
"342","2015","342","273.315653512841"
"343","2015","343","272.918516377036"
"344","2015","344","276.450646475622"
"345","2015","345","278.470962379932"
"346","2015","346","279.010696935506"
"347","2015","347","279.152667981158"
"348","2015","348","280.635112413445"
"349","2015","349","283.06360890536"
"350","2015","350","276.4588104756"
"351","2015","351","276.404821081833"
"352","2015","352","280.631486265971"
"353","2015","353","273.512434709108"
"354","2015","354","271.215183035786"
"355","2015","355","273.032718407468"
"356","2015","356","277.917808119879"
"357","2015","357","280.560576583162"
"358","2015","358","285.471184882802"
"359","2015","359","280.870468334536"
"360","2015","360","277.451286193701"
"361","2015","361","277.498182379061"
"362","2015","362","272.424659338547"
"363","2015","363","268.962858392619"
"364","2015","364","270.275579668874"
"365","2015","365","272.924008840324"
"366",NA,NA,NA
