"","V1","V2"
"2751",736133.302083333,138.3
"2752",736133.3125,138.1
"2753",736133.322916667,138.2
"2754",736133.333333333,138.1
"2755",736133.34375,138.2
"2756",736133.354166667,138.1
"2757",736133.364583333,138.1
"2758",736133.375,138
"2759",736133.385416667,137.9
"2760",736133.395833333,138
"2761",736133.40625,138
"2762",736133.416666667,138
"2763",736133.427083333,138.1
"2764",736133.4375,138.1
"2765",736133.447916667,137.8
"2766",736133.458333333,137.8
"2767",736133.46875,137.9
"2768",736133.479166667,137.9
"2769",736133.489583333,137.5
"2770",736133.5,137.6
"2771",736133.510416667,137.5
"2772",736133.520833333,137.2
"2773",736133.53125,137
"2774",736133.541666667,136.9
"2775",736133.552083333,136.7
"2776",736133.5625,136.4
"2777",736133.572916667,135.9
"2778",736133.583333333,135.8
"2779",736133.59375,135.5
"2780",736133.604166667,135.4
"2781",736133.614583333,135.1
"2782",736133.625,134.9
"2783",736133.635416667,134.5
"2784",736133.645833333,134.5
"2785",736133.65625,134.5
"2786",736133.666666667,134.3
"2787",736133.677083333,134
"2788",736133.6875,133.9
"2789",736133.697916667,133.8
"2790",736133.708333333,133.2
"2791",736133.71875,132.3
"2792",736133.729166667,131.7
"2793",736133.739583333,131.1
"2794",736133.75,131.2
"2795",736133.760416667,131.3
"2796",736133.770833333,131.3
"2797",736133.78125,131.4
"2798",736133.791666667,131.3
"2799",736133.802083333,130.8
"2800",736133.8125,131.3
"2801",736133.822916667,131.4
"2802",736133.833333333,131.2
"2803",736133.84375,131.3
"2804",736133.854166667,131
"2805",736133.864583333,131.1
"2806",736133.875,131
"2807",736133.885416667,131
"2808",736133.895833333,131
"2809",736133.90625,131.1
"2810",736133.916666667,130.9
"2811",736133.927083333,131.1
"2812",736133.9375,131.1
"2813",736133.947916667,131
"2814",736133.958333333,131.3
"2815",736133.96875,131.1
"2816",736133.979166667,131
"2817",736133.989583333,131.5
"2818",736134,131.2
"2819",736134.010416667,131.2
"2820",736134.020833333,131.2
"2821",736134.03125,131.1
"2822",736134.041666667,131.2
"2823",736134.052083333,131.1
"2824",736134.0625,131
"2825",736134.072916667,131
"2826",736134.083333333,130.8
"2827",736134.09375,130.8
"2828",736134.104166667,130.9
"2829",736134.114583333,130.8
"2830",736134.125,130.5
"2831",736134.135416667,130.6
"2832",736134.145833333,130.3
"2833",736134.15625,130.2
"2834",736134.166666667,130.1
"2835",736134.177083333,130.2
"2836",736134.1875,130.2
"2837",736134.197916667,130.2
"2838",736134.208333333,130
"2839",736134.21875,130
"2840",736134.229166667,129.9
"2841",736134.239583333,129.8
"2842",736134.25,129.7
"2843",736134.260416667,129.6
"2844",736134.270833333,129.5
"2845",736134.28125,129.4
"2846",736134.291666667,129.2
"2847",736134.302083333,129.3
"2848",736134.3125,129.3
"2849",736134.322916667,128.9
"2850",736134.333333333,129.1
"2851",736134.34375,129
"2852",736134.354166667,128.8
"2853",736134.364583333,129
"2854",736134.375,128.7
"2855",736134.385416667,128.9
"2856",736134.395833333,128.8
"2857",736134.40625,128.8
"2858",736134.416666667,128.6
"2859",736134.427083333,128.5
"2860",736134.4375,128.7
"2861",736134.447916667,128.6
"2862",736134.458333333,128.7
"2863",736134.46875,128.5
"2864",736134.479166667,128.5
"2865",736134.489583333,128.3
"2866",736134.5,128.4
"2867",736134.510416667,127.8
"2868",736134.520833333,127.9
"2869",736134.53125,127.6
"2870",736134.541666667,127.2
"2871",736134.552083333,127.1
"2872",736134.5625,126.8
"2873",736134.572916667,126.4
"2874",736134.583333333,126.1
"2875",736134.59375,126.1
"2876",736134.604166667,125.3
"2877",736134.614583333,125.1
"2878",736134.625,124.1
"2879",736134.635416667,123.8
"2880",736134.645833333,123.8
"2881",736134.65625,123.3
"2882",736134.666666667,122.2
"2883",736134.677083333,122.5
"2884",736134.6875,122.1
"2885",736134.697916667,122.3
"2886",736134.708333333,122.1
"2887",736134.71875,121.3
"2888",736134.729166667,120.8
"2889",736134.739583333,120.8
"2890",736134.75,120.4
"2891",736134.760416667,120.8
"2892",736134.770833333,121.2
"2893",736134.78125,120.9
"2894",736134.791666667,120.6
"2895",736134.802083333,120.8
"2896",736134.8125,121.1
"2897",736134.822916667,121.3
"2898",736134.833333333,121.2
"2899",736134.84375,121.8
"2900",736134.854166667,121.4
"2901",736134.864583333,121.8
"2902",736134.875,121.9
"2903",736134.885416667,121.7
"2904",736134.895833333,122.1
"2905",736134.90625,122.2
"2906",736134.916666667,122.4
"2907",736134.927083333,122.4
"2908",736134.9375,122.6
"2909",736134.947916667,122.6
"2910",736134.958333333,122.8
"2911",736134.96875,122.8
"2912",736134.979166667,123
"2913",736134.989583333,123.3
"2914",736135,123.4
"2915",736135.010416667,123.5
"2916",736135.020833333,123.5
"2917",736135.03125,123.5
"2918",736135.041666667,123.7
"2919",736135.052083333,123.7
"2920",736135.0625,123.9
"2921",736135.072916667,123.7
"2922",736135.083333333,124
"2923",736135.09375,123.9
"2924",736135.104166667,124.3
"2925",736135.114583333,124.4
"2926",736135.125,124.4
"2927",736135.135416667,124.5
"2928",736135.145833333,124.6
"2929",736135.15625,124.4
"2930",736135.166666667,124.4
"2931",736135.177083333,124.7
"2932",736135.1875,124.6
"2933",736135.197916667,124.5
"2934",736135.208333333,124.6
"2935",736135.21875,124.6
"2936",736135.229166667,124.8
"2937",736135.239583333,124.7
"2938",736135.25,124.9
"2939",736135.260416667,124.7
"2940",736135.270833333,124.6
"2941",736135.28125,124.6
"2942",736135.291666667,124.9
"2943",736135.302083333,124.9
"2944",736135.3125,124.9
"2945",736135.322916667,125.2
"2946",736135.333333333,125.3
"2947",736135.34375,125.4
"2948",736135.354166667,125.3
"2949",736135.364583333,125.1
"2950",736135.375,125.4
"2951",736135.385416667,125.5
"2952",736135.395833333,125.5
"2953",736135.40625,125.2
"2954",736135.416666667,125.4
"2955",736135.427083333,125.5
"2956",736135.4375,125.6
"2957",736135.447916667,125.4
"2958",736135.458333333,125.3
"2959",736135.46875,125.6
"2960",736135.479166667,125.5
"2961",736135.489583333,125.3
"2962",736135.5,125
"2963",736135.510416667,125
"2964",736135.520833333,124.8
"2965",736135.53125,124.7
"2966",736135.541666667,124.3
"2967",736135.552083333,123.9
"2968",736135.5625,123.8
"2969",736135.572916667,123
"2970",736135.583333333,122.8
"2971",736135.59375,122.4
"2972",736135.604166667,121.9
"2973",736135.614583333,121.8
"2974",736135.625,121.9
"2975",736135.635416667,121.3
"2976",736135.645833333,121.3
"2977",736135.65625,121.3
"2978",736135.666666667,120.5
"2979",736135.677083333,119.6
"2980",736135.6875,119.7
"2981",736135.697916667,120
"2982",736135.708333333,120.1
"2983",736135.71875,119.8
"2984",736135.729166667,119.4
"2985",736135.739583333,119.7
"2986",736135.75,119.7
"2987",736135.760416667,120.4
"2988",736135.770833333,120.4
"2989",736135.78125,120.8
"2990",736135.791666667,120.7
"2991",736135.802083333,120.8
"2992",736135.8125,120.6
"2993",736135.822916667,120.7
"2994",736135.833333333,120.7
"2995",736135.84375,120.8
"2996",736135.854166667,119.8
"2997",736135.864583333,120
"2998",736135.875,120.3
"2999",736135.885416667,120.4
"3000",736135.895833333,120.2
"3001",736135.90625,120.4
"3002",736135.916666667,119.6
"3003",736135.927083333,120.5
"3004",736135.9375,120.7
"3005",736135.947916667,120.9
"3006",736135.958333333,121
"3007",736135.96875,121.3
"3008",736135.979166667,121.3
"3009",736135.989583333,121.4
"3010",736136,121.5
"3011",736136.010416667,121.2
"3012",736136.020833333,121.7
"3013",736136.03125,121.7
"3014",736136.041666667,121.6
"3015",736136.052083333,121.6
"3016",736136.0625,121.6
"3017",736136.072916667,121.6
"3018",736136.083333333,121.6
"3019",736136.09375,121.6
"3020",736136.104166667,121.6
"3021",736136.114583333,121.3
"3022",736136.125,121.4
"3023",736136.135416667,121
"3024",736136.145833333,121
"3025",736136.15625,121
"3026",736136.166666667,120.7
"3027",736136.177083333,120
"3028",736136.1875,120.1
"3029",736136.197916667,120
"3030",736136.208333333,119.2
"3031",736136.21875,119.2
"3032",736136.229166667,118.8
"3033",736136.239583333,118.6
"3034",736136.25,118.3
"3035",736136.260416667,118.1
"3036",736136.270833333,117.1
"3037",736136.28125,117.2
"3038",736136.291666667,116.9
"3039",736136.302083333,116.6
"3040",736136.3125,115.6
"3041",736136.322916667,114.6
"3042",736136.333333333,114.4
"3043",736136.34375,114.1
"3044",736136.354166667,113.5
"3045",736136.364583333,113.3
"3046",736136.375,112.8
"3047",736136.385416667,112.5
"3048",736136.395833333,112.3
"3049",736136.40625,111.6
"3050",736136.416666667,111.2
"3051",736136.427083333,110.6
"3052",736136.4375,110.2
"3053",736136.447916667,109.7
"3054",736136.458333333,109.1
"3055",736136.46875,108.8
"3056",736136.479166667,108.3
"3057",736136.489583333,108
"3058",736136.5,108
"3059",736136.510416667,108
"3060",736136.520833333,107.9
"3061",736136.53125,108.1
"3062",736136.541666667,108
"3063",736136.552083333,107.9
"3064",736136.5625,107.8
"3065",736136.572916667,108.3
"3066",736136.583333333,108
"3067",736136.59375,108.3
"3068",736136.604166667,108.3
"3069",736136.614583333,108.4
"3070",736136.625,108.5
"3071",736136.635416667,108.4
"3072",736136.645833333,108.7
"3073",736136.65625,108.5
"3074",736136.666666667,108.6
"3075",736136.677083333,108.8
"3076",736136.6875,109
"3077",736136.697916667,109.4
"3078",736136.708333333,109.9
"3079",736136.71875,109.7
"3080",736136.729166667,111.2
"3081",736136.739583333,110.7
"3082",736136.75,111
"3083",736136.760416667,111.2
"3084",736136.770833333,111.2
"3085",736136.78125,111.1
"3086",736136.791666667,111.6
"3087",736136.802083333,112.7
"3088",736136.8125,113.2
"3089",736136.822916667,113.4
"3090",736136.833333333,114.3
"3091",736136.84375,115.2
"3092",736136.854166667,116
"3093",736136.864583333,116.3
"3094",736136.875,116.8
"3095",736136.885416667,117.2
"3096",736136.895833333,117.7
"3097",736136.90625,118
"3098",736136.916666667,118.5
"3099",736136.927083333,118.8
"3100",736136.9375,119.1
"3101",736136.947916667,119.6
"3102",736136.958333333,120
"3103",736136.96875,120.3
"3104",736136.979166667,121
"3105",736136.989583333,121
"3106",736137,121.7
"3107",736137.010416667,122.1
"3108",736137.020833333,122.5
"3109",736137.03125,122.8
"3110",736137.041666667,123.2
"3111",736137.052083333,123.4
"3112",736137.0625,123.8
"3113",736137.072916667,124.3
"3114",736137.083333333,124.7
"3115",736137.09375,125
"3116",736137.104166667,125.4
"3117",736137.114583333,125.5
"3118",736137.125,126
"3119",736137.135416667,126.3
"3120",736137.145833333,126.6
"3121",736137.15625,127.1
"3122",736137.166666667,127.2
"3123",736137.177083333,127.7
"3124",736137.1875,128
"3125",736137.197916667,128.1
"3126",736137.208333333,128.4
"3127",736137.21875,128.7
"3128",736137.229166667,128.8
"3129",736137.239583333,129.1
"3130",736137.25,129.3
"3131",736137.260416667,129.4
"3132",736137.270833333,129.8
"3133",736137.28125,130
"3134",736137.291666667,130.1
"3135",736137.302083333,130.3
"3136",736137.3125,130.5
"3137",736137.322916667,130.3
"3138",736137.333333333,130.7
"3139",736137.34375,130.8
"3140",736137.354166667,130.7
"3141",736137.364583333,130.8
"3142",736137.375,131
"3143",736137.385416667,131
"3144",736137.395833333,131
"3145",736137.40625,131
"3146",736137.416666667,131
"3147",736137.427083333,131
"3148",736137.4375,131
"3149",736137.447916667,131
"3150",736137.458333333,131
"3151",736137.46875,131.1
"3152",736137.479166667,130.9
"3153",736137.489583333,131
"3154",736137.5,130.9
"3155",736137.510416667,130.8
"3156",736137.520833333,130.7
"3157",736137.53125,130.5
"3158",736137.541666667,130.5
"3159",736137.552083333,130.3
"3160",736137.5625,130
"3161",736137.572916667,129.7
"3162",736137.583333333,129.5
"3163",736137.59375,129.1
"3164",736137.604166667,128.4
"3165",736137.614583333,128.3
"3166",736137.625,127.8
"3167",736137.635416667,127.3
"3168",736137.645833333,126.9
"3169",736137.65625,126.3
"3170",736137.666666667,126.3
"3171",736137.677083333,125.5
"3172",736137.6875,125
"3173",736137.697916667,124.6
"3174",736137.708333333,123.7
"3175",736137.71875,123.7
"3176",736137.729166667,123.2
"3177",736137.739583333,123.2
"3178",736137.75,123.1
"3179",736137.760416667,122.5
"3180",736137.770833333,122.9
"3181",736137.78125,122.9
"3182",736137.791666667,123.3
"3183",736137.802083333,123.4
"3184",736137.8125,123.5
"3185",736137.822916667,123.7
"3186",736137.833333333,124
"3187",736137.84375,124.7
"3188",736137.854166667,124.8
"3189",736137.864583333,125.1
"3190",736137.875,125.3
"3191",736137.885416667,125.4
"3192",736137.895833333,125.7
"3193",736137.90625,125.7
"3194",736137.916666667,125.5
"3195",736137.927083333,125.6
"3196",736137.9375,125.6
"3197",736137.947916667,125.5
"3198",736137.958333333,125.6
"3199",736137.96875,125.7
"3200",736137.979166667,125.5
"3201",736137.989583333,125.6
"3202",736138,125.6
"3203",736138.010416667,125.6
"3204",736138.020833333,125.5
"3205",736138.03125,125.3
"3206",736138.041666667,125.4
"3207",736138.052083333,125.5
"3208",736138.0625,125.3
"3209",736138.072916667,125.2
"3210",736138.083333333,125.3
"3211",736138.09375,125.4
"3212",736138.104166667,125.3
"3213",736138.114583333,125.2
"3214",736138.125,125.2
"3215",736138.135416667,125.2
"3216",736138.145833333,125.1
"3217",736138.15625,125.2
"3218",736138.166666667,125.3
"3219",736138.177083333,125.2
"3220",736138.1875,125.3
"3221",736138.197916667,125.1
"3222",736138.208333333,125.3
"3223",736138.21875,125.3
"3224",736138.229166667,125.3
"3225",736138.239583333,125.1
"3226",736138.25,125.3
"3227",736138.260416667,125
"3228",736138.270833333,125
"3229",736138.28125,125
"3230",736138.291666667,124.9
"3231",736138.302083333,124.9
"3232",736138.3125,124.8
"3233",736138.322916667,124.7
"3234",736138.333333333,124.6
"3235",736138.34375,124.3
"3236",736138.354166667,124.4
"3237",736138.364583333,124.4
"3238",736138.375,124.2
"3239",736138.385416667,124.3
"3240",736138.395833333,124.1
"3241",736138.40625,124
"3242",736138.416666667,124
"3243",736138.427083333,123.9
"3244",736138.4375,123.9
"3245",736138.447916667,124
"3246",736138.458333333,123.6
"3247",736138.46875,123.7
"3248",736138.479166667,123.6
"3249",736138.489583333,123.4
"3250",736138.5,123.3
"3251",736138.510416667,123.1
"3252",736138.520833333,122.8
"3253",736138.53125,122.9
"3254",736138.541666667,122.6
"3255",736138.552083333,122.6
"3256",736138.5625,122.2
"3257",736138.572916667,121.8
"3258",736138.583333333,121.5
"3259",736138.59375,121.4
"3260",736138.604166667,121.8
"3261",736138.614583333,120.2
"3262",736138.625,119.4
"3263",736138.635416667,119
"3264",736138.645833333,118.8
"3265",736138.65625,118.8
"3266",736138.666666667,118.7
"3267",736138.677083333,119.1
"3268",736138.6875,119
"3269",736138.697916667,117.8
"3270",736138.708333333,116.9
"3271",736138.71875,116.9
"3272",736138.729166667,116.4
"3273",736138.739583333,115.7
"3274",736138.75,115.3
"3275",736138.760416667,114.9
"3276",736138.770833333,114.5
"3277",736138.78125,114.3
"3278",736138.791666667,114.5
"3279",736138.802083333,115.2
"3280",736138.8125,115.9
"3281",736138.822916667,115.4
"3282",736138.833333333,115.3
"3283",736138.84375,115.5
"3284",736138.854166667,115.9
"3285",736138.864583333,116.3
"3286",736138.875,116.4
"3287",736138.885416667,116
"3288",736138.895833333,116
"3289",736138.90625,116.2
"3290",736138.916666667,116
"3291",736138.927083333,116.1
"3292",736138.9375,116.2
"3293",736138.947916667,116.4
"3294",736138.958333333,116.4
"3295",736138.96875,116.7
"3296",736138.979166667,116.9
"3297",736138.989583333,117.1
"3298",736139,117.2
"3299",736139.010416667,116.2
"3300",736139.020833333,116.1
"3301",736139.03125,116.3
"3302",736139.041666667,115.7
"3303",736139.052083333,116
"3304",736139.0625,116.1
"3305",736139.072916667,116.5
"3306",736139.083333333,116.5
"3307",736139.09375,116.6
"3308",736139.104166667,116.4
"3309",736139.114583333,116.1
"3310",736139.125,116.2
"3311",736139.135416667,115.7
"3312",736139.145833333,115.7
"3313",736139.15625,115.5
"3314",736139.166666667,115.5
"3315",736139.177083333,115.3
"3316",736139.1875,114.5
"3317",736139.197916667,114.2
"3318",736139.208333333,113.7
"3319",736139.21875,113.7
"3320",736139.229166667,113.6
"3321",736139.239583333,113.4
"3322",736139.25,113.3
"3323",736139.260416667,113.5
"3324",736139.270833333,114.1
"3325",736139.28125,114.4
"3326",736139.291666667,114.7
"3327",736139.302083333,114.8
"3328",736139.3125,114.9
"3329",736139.322916667,115.3
"3330",736139.333333333,115.8
"3331",736139.34375,116.1
"3332",736139.354166667,116.3
"3333",736139.364583333,116.8
"3334",736139.375,116.9
"3335",736139.385416667,117
"3336",736139.395833333,117.4
"3337",736139.40625,117.3
"3338",736139.416666667,117.5
"3339",736139.427083333,117.6
"3340",736139.4375,117.8
"3341",736139.447916667,117.9
"3342",736139.458333333,117.9
"3343",736139.46875,117.8
"3344",736139.479166667,118.2
"3345",736139.489583333,118.2
"3346",736139.5,118.3
"3347",736139.510416667,118.6
"3348",736139.520833333,118.6
"3349",736139.53125,118.8
"3350",736139.541666667,118.9
"3351",736139.552083333,119
"3352",736139.5625,119.1
"3353",736139.572916667,118.6
"3354",736139.583333333,118.5
"3355",736139.59375,118.3
"3356",736139.604166667,118.3
"3357",736139.614583333,118.2
"3358",736139.625,118
"3359",736139.635416667,117.8
"3360",736139.645833333,117.5
"3361",736139.65625,117.1
"3362",736139.666666667,116.4
"3363",736139.677083333,115.5
"3364",736139.6875,115.7
"3365",736139.697916667,115.1
"3366",736139.708333333,114.6
"3367",736139.71875,114.6
"3368",736139.729166667,113.9
"3369",736139.739583333,113.3
"3370",736139.75,113.3
"3371",736139.760416667,113.2
"3372",736139.770833333,113.5
"3373",736139.78125,113.6
"3374",736139.791666667,113.6
"3375",736139.802083333,113.9
"3376",736139.8125,114.4
"3377",736139.822916667,115.1
"3378",736139.833333333,115.5
"3379",736139.84375,115.8
"3380",736139.854166667,116.4
"3381",736139.864583333,116.9
"3382",736139.875,117.4
"3383",736139.885416667,117.8
"3384",736139.895833333,117.9
"3385",736139.90625,118.4
"3386",736139.916666667,118.6
"3387",736139.927083333,118.8
"3388",736139.9375,118.9
"3389",736139.947916667,119.4
"3390",736139.958333333,119.4
"3391",736139.96875,119.6
"3392",736139.979166667,119.8
"3393",736139.989583333,120
"3394",736140,120
"3395",736140.010416667,120.5
"3396",736140.020833333,120.7
"3397",736140.03125,120.8
"3398",736140.041666667,121.1
"3399",736140.052083333,121.2
"3400",736140.0625,121.3
"3401",736140.072916667,121.4
"3402",736140.083333333,121.6
"3403",736140.09375,121.8
"3404",736140.104166667,121.8
"3405",736140.114583333,122
"3406",736140.125,122.3
"3407",736140.135416667,122.2
"3408",736140.145833333,122.5
"3409",736140.15625,122.6
"3410",736140.166666667,122.5
"3411",736140.177083333,122.8
"3412",736140.1875,122.7
"3413",736140.197916667,123
"3414",736140.208333333,123
"3415",736140.21875,123.1
"3416",736140.229166667,123.2
"3417",736140.239583333,123.3
"3418",736140.25,123.2
"3419",736140.260416667,123.3
"3420",736140.270833333,123.5
"3421",736140.28125,123.7
"3422",736140.291666667,123.5
"3423",736140.302083333,123.8
"3424",736140.3125,123.8
"3425",736140.322916667,123.8
"3426",736140.333333333,123.9
"3427",736140.34375,123.9
"3428",736140.354166667,124
"3429",736140.364583333,123.9
"3430",736140.375,123.9
"3431",736140.385416667,123.8
"3432",736140.395833333,123.8
"3433",736140.40625,123.9
"3434",736140.416666667,123.8
"3435",736140.427083333,123.8
"3436",736140.4375,123.8
"3437",736140.447916667,123.8
"3438",736140.458333333,123.9
"3439",736140.46875,123.6
"3440",736140.479166667,123.5
"3441",736140.489583333,123.5
"3442",736140.5,123.5
"3443",736140.510416667,123.4
"3444",736140.520833333,123.1
"3445",736140.53125,122.8
"3446",736140.541666667,122.9
"3447",736140.552083333,122.5
"3448",736140.5625,122.3
"3449",736140.572916667,121.8
"3450",736140.583333333,121.3
"3451",736140.59375,120.8
"3452",736140.604166667,119.9
"3453",736140.614583333,119.7
"3454",736140.625,119.4
"3455",736140.635416667,118.6
"3456",736140.645833333,117.6
"3457",736140.65625,117.1
"3458",736140.666666667,116.4
"3459",736140.677083333,115.7
"3460",736140.6875,115.2
"3461",736140.697916667,114.6
"3462",736140.708333333,114.1
"3463",736140.71875,113.8
"3464",736140.729166667,113.6
"3465",736140.739583333,113.2
"3466",736140.75,113.7
"3467",736140.760416667,113.7
"3468",736140.770833333,113.9
"3469",736140.78125,114.1
"3470",736140.791666667,114.5
"3471",736140.802083333,114.5
"3472",736140.8125,114.7
"3473",736140.822916667,114.6
"3474",736140.833333333,114.9
"3475",736140.84375,115.4
"3476",736140.854166667,115.4
"3477",736140.864583333,115.8
"3478",736140.875,115.7
"3479",736140.885416667,116
"3480",736140.895833333,116.1
"3481",736140.90625,116.4
"3482",736140.916666667,116.5
"3483",736140.927083333,116.6
"3484",736140.9375,117
"3485",736140.947916667,116.9
"3486",736140.958333333,117.2
"3487",736140.96875,117.3
"3488",736140.979166667,117.3
"3489",736140.989583333,117.6
"3490",736141,117.7
"3491",736141.010416667,117.8
"3492",736141.020833333,118.1
"3493",736141.03125,118
"3494",736141.041666667,117.8
"3495",736141.052083333,118
"3496",736141.0625,118
"3497",736141.072916667,118.2
"3498",736141.083333333,118.1
"3499",736141.09375,118.1
"3500",736141.104166667,118.2
"3501",736141.114583333,118.2
"3502",736141.125,118.3
"3503",736141.135416667,118.2
"3504",736141.145833333,118.3
"3505",736141.15625,118.2
"3506",736141.166666667,118.2
"3507",736141.177083333,118
"3508",736141.1875,117.9
"3509",736141.197916667,118
"3510",736141.208333333,117.8
"3511",736141.21875,118
"3512",736141.229166667,117.9
"3513",736141.239583333,117.8
"3514",736141.25,117.8
"3515",736141.260416667,117.5
"3516",736141.270833333,117.5
"3517",736141.28125,117.5
"3518",736141.291666667,117.4
"3519",736141.302083333,117.5
"3520",736141.3125,117.2
"3521",736141.322916667,117.1
"3522",736141.333333333,116.9
"3523",736141.34375,116.9
"3524",736141.354166667,116.8
"3525",736141.364583333,116.6
"3526",736141.375,116.7
"3527",736141.385416667,116.5
"3528",736141.395833333,116.4
"3529",736141.40625,116.4
"3530",736141.416666667,116.2
"3531",736141.427083333,116.3
"3532",736141.4375,116.3
"3533",736141.447916667,116.1
"3534",736141.458333333,116
"3535",736141.46875,115.7
"3536",736141.479166667,115.9
"3537",736141.489583333,115.8
"3538",736141.5,115.6
"3539",736141.510416667,115.6
"3540",736141.520833333,115.4
"3541",736141.53125,115.4
"3542",736141.541666667,115.3
"3543",736141.552083333,115.3
"3544",736141.5625,115.3
"3545",736141.572916667,115.2
"3546",736141.583333333,114.6
"3547",736141.59375,114.1
"3548",736141.604166667,113.8
"3549",736141.614583333,112.9
"3550",736141.625,113.2
"3551",736141.635416667,113.1
"3552",736141.645833333,111.3
"3553",736141.65625,110.2
"3554",736141.666666667,109.6
"3555",736141.677083333,109.6
"3556",736141.6875,108.9
"3557",736141.697916667,108.6
"3558",736141.708333333,108.9
"3559",736141.71875,108.3
"3560",736141.729166667,107.5
"3561",736141.739583333,107.9
"3562",736141.75,108.4
"3563",736141.760416667,108.8
"3564",736141.770833333,108.4
"3565",736141.78125,108.2
"3566",736141.791666667,108.5
"3567",736141.802083333,108.7
"3568",736141.8125,108
"3569",736141.822916667,108.1
"3570",736141.833333333,108.7
"3571",736141.84375,108.6
"3572",736141.854166667,108.8
"3573",736141.864583333,108.6
"3574",736141.875,109.1
"3575",736141.885416667,109.3
"3576",736141.895833333,109.7
"3577",736141.90625,109.9
"3578",736141.916666667,109.8
"3579",736141.927083333,110.1
"3580",736141.9375,110.3
"3581",736141.947916667,110.4
"3582",736141.958333333,110.6
"3583",736141.96875,110.7
"3584",736141.979166667,110.9
"3585",736141.989583333,111
"3586",736142,111.3
"3587",736142.010416667,111.4
"3588",736142.020833333,111.5
"3589",736142.03125,111.8
"3590",736142.041666667,111.9
"3591",736142.052083333,112
"3592",736142.0625,112
"3593",736142.072916667,112.2
"3594",736142.083333333,112.2
"3595",736142.09375,112.4
"3596",736142.104166667,112.5
"3597",736142.114583333,112.4
"3598",736142.125,112.7
"3599",736142.135416667,112.6
"3600",736142.145833333,112.7
"3601",736142.15625,112.7
"3602",736142.166666667,112.8
"3603",736142.177083333,112.9
"3604",736142.1875,112.7
"3605",736142.197916667,112.8
"3606",736142.208333333,112.8
"3607",736142.21875,112.8
"3608",736142.229166667,112.8
"3609",736142.239583333,113
"3610",736142.25,113.1
"3611",736142.260416667,113.2
"3612",736142.270833333,113
"3613",736142.28125,113.2
"3614",736142.291666667,113.5
"3615",736142.302083333,113.3
"3616",736142.3125,113.2
"3617",736142.322916667,113.3
"3618",736142.333333333,113.5
"3619",736142.34375,113.2
"3620",736142.354166667,113.4
"3621",736142.364583333,113.4
"3622",736142.375,113.3
"3623",736142.385416667,113.3
"3624",736142.395833333,113.1
"3625",736142.40625,113
"3626",736142.416666667,113.1
"3627",736142.427083333,113
"3628",736142.4375,113.1
"3629",736142.447916667,113
"3630",736142.458333333,112.9
"3631",736142.46875,113
"3632",736142.479166667,113
"3633",736142.489583333,112.7
"3634",736142.5,112.5
"3635",736142.510416667,112.3
"3636",736142.520833333,112.2
"3637",736142.53125,112.1
"3638",736142.541666667,111.9
"3639",736142.552083333,111.4
"3640",736142.5625,111.3
"3641",736142.572916667,111
"3642",736142.583333333,110.6
"3643",736142.59375,110.2
"3644",736142.604166667,110
"3645",736142.614583333,109.9
"3646",736142.625,109.5
"3647",736142.635416667,109.3
"3648",736142.645833333,109.5
"3649",736142.65625,109
"3650",736142.666666667,109.2
"3651",736142.677083333,108.6
"3652",736142.6875,108.4
"3653",736142.697916667,108.1
"3654",736142.708333333,108
"3655",736142.71875,108.1
"3656",736142.729166667,108.2
"3657",736142.739583333,108.2
"3658",736142.75,107.9
"3659",736142.760416667,108.2
"3660",736142.770833333,108.1
"3661",736142.78125,108.3
"3662",736142.791666667,108.3
"3663",736142.802083333,107.9
"3664",736142.8125,108.1
"3665",736142.822916667,108.1
"3666",736142.833333333,108.2
"3667",736142.84375,108.2
"3668",736142.854166667,108.3
"3669",736142.864583333,108.5
"3670",736142.875,108
"3671",736142.885416667,108.2
"3672",736142.895833333,108.2
"3673",736142.90625,108.4
"3674",736142.916666667,108.4
"3675",736142.927083333,108.5
"3676",736142.9375,108.5
"3677",736142.947916667,108.6
"3678",736142.958333333,108.7
"3679",736142.96875,108.9
"3680",736142.979166667,109
"3681",736142.989583333,109.1
"3682",736143,109.3
"3683",736143.010416667,109.2
"3684",736143.020833333,109.3
"3685",736143.03125,109.3
"3686",736143.041666667,109.1
"3687",736143.052083333,109.1
"3688",736143.0625,108.9
"3689",736143.072916667,108.9
"3690",736143.083333333,108.3
"3691",736143.09375,108.1
"3692",736143.104166667,107.6
"3693",736143.114583333,107.1
"3694",736143.125,107
"3695",736143.135416667,106.7
"3696",736143.145833333,106.6
"3697",736143.15625,106.1
"3698",736143.166666667,105.9
"3699",736143.177083333,105.6
"3700",736143.1875,105.8
"3701",736143.197916667,105.8
"3702",736143.208333333,105.2
"3703",736143.21875,105.1
"3704",736143.229166667,104.3
"3705",736143.239583333,104
"3706",736143.25,103.6
"3707",736143.260416667,103
"3708",736143.270833333,102.4
"3709",736143.28125,99.68
"3710",736143.291666667,98.34
"3711",736143.302083333,97.76
"3712",736143.3125,97.35
"3713",736143.322916667,95.95
"3714",736143.333333333,95.24
"3715",736143.34375,94.98
"3716",736143.354166667,95.92
"3717",736143.364583333,98.28
"3718",736143.375,100
"3719",736143.385416667,101.7
"3720",736143.395833333,103.1
"3721",736143.40625,105
"3722",736143.416666667,106.8
"3723",736143.427083333,108.8
"3724",736143.4375,110.5
"3725",736143.447916667,111.6
"3726",736143.458333333,113.5
